"book_num"|"verse_num"|"line_str"
1|56|He entered the mosque and advanced to the mihráb (to pray): the prayer-carpet was bathed in the king's tears.
1|57|On coming to himself out of the flood of ecstasy (faná) he opened his lips in goodly praise and prayer,
1|58|Saying, “O Thou whose least gift is the empire of the world, what shall I say, in as much as Thou knowest the hidden thing?
1|59|O Thou with whom we always take refuge in our need, once again we have missed the way.
1|60|But Thou hast said, ‘Albeit I know thy secret, nevertheless declare it forthwith in thine outward act.’”
1|61|When from the depths of his soul he raised a cry (of supplication), the sea of Bounty began to surge.
1|62|Slumber overtook him in the midst of weeping: he dreamed that an old man appeared
1|63|And said, “Good tidings, O king! Thy prayers are granted. If to-morrow a stranger come for thee, he is from me.
1|64|When he comes, he is a skilled physician: deem him veracious, for he is trusty and true.
1|65|In his remedy behold absolute magic, in his temperament behold the might of God!”
1|66|When the promised hour arrived and day broke and the sun, (rising) from the east, began to burn the stars,
1|67|The king was in the belvedere, expecting to see that which had been shown mysteriously.
1|68|He saw a person excellent and worshipful, a sun amidst a shadow,
1|69|Coming from afar, like the new moon (in slenderness and radiance): he was nonexistent, though existent in the form of phantasy.
1|70|In the spirit phantasy is as naught, (yet) behold a world (turning) on a phantasy!
1|71|Their peace and their war (turn) on a phantasy, and their pride and their shame spring from a phantasy;
1|72|(But) those phantasies which ensnare the saints are the reflexion of the fair ones of the garden of God.
1|73|In the countenance of the stranger-guest was appearing that phantasy which the king beheld in his dream.
1|74|The king himself, instead of the chamberlains, went forward to meet his guest from the Invisible.
1|75|Both were seamen who had learned to swim, the souls of both were knit together without sewing.
1|76|The king said, “Thou wert my Beloved (in reality), not she; but in this world deed issues from deed.
1|77|O thou who art to me (as) Mustafá (Mohammed), while I am like unto ‘Umar—I will gird my loins to do thee service.”
1|78|Let us implore God to help us to self-control: one who lacks self-control is deprived of the grace of the Lord.
1|79|The undisciplined man does not maltreat himself alone, but he sets the whole world on fire.
1|80|A table (of food) was coming down from heaven without buying and selling and without speaking and hearing,
1|81|(When) some of the people of Moses cried disrespectfully, “Where is garlic and lentils?”
1|82|(Straightway) the dishes (of food) and the bread from heaven were cut off: there remained for us the toil of sowing and (labouring with) mattock and scythe.
1|83|Again, when Jesus made intercession, God sent food and bounty (from heaven) on trays,
1|84|But once more the insolent fellows omitted to show respect and, like beggars, snatched away the viands.
1|85|(Although) Jesus entreated them, saying, “This is lasting and will not fail from off the earth.”
1|86|To show suspicion and greed at the table of Majesty is ingratitude.
1|87|Because of those impudent wretches who were blinded by greed, that gate of mercy was closed upon them.
1|88|On account of withholding the poor-tax no rain-clouds arise, and in consequence of fornication the plague spreads in all directions.
1|89|Whatever befalls thee of gloom and sorrow is the result of irreverence and insolence withal.
1|90|Any one behaving with irreverence in the path of the Friend is a brigand who robs men, and he is no man.
1|91|Through discipline this Heaven has been filled with light, and through discipline the angels became immaculate and holy.
1|92|By reason of irreverence the sun was eclipsed, and insolence caused an ‘Azázíl to be turned back from the door.
1|93|He (the king) opened his hands and clasped him to his breast and received him, like love, into his heart and soul,
1|94|And began to kiss his hand and brow and inquire concerning his home and journey.
1|95|(So) with many a question he led him to the dais. “At last,” said he, “I have found a treasure by being patient.”
1|96|He said (also), “O light of God and defence against trouble, (O thou who art) the meaning of ‘Patience is the key of joy’!
1|97|O thou whose countenance is the answer to every question, by thee hard knots are loosed without discussion.
1|98|Thou interpretest all that is in our hearts, thou givest a helping hand to every one whose foot is in the mire.
1|99|Welcome, O chosen one, O approved one! If thou vanish, Destiny will come (upon us) and the wide room will be straitened.
1|100|Thou art the protector of the people. He that desires (thee) not hath gone to perdition. Nay, verily, if he do not refrain…!”
1|101|When that meeting and bounteous (spiritual) repast was over, he took his hand and conducted him to the harem.
1|102|He rehearsed the tale of the invalid and her illness, and then seated him beside the sick (girl).
1|103|The physician observed the colour of her face, (felt) her pulse, and (inspected) her urine; he heard both the symptoms and the (secondary) causes of her malady.
1|104|He said, “None of the remedies which they have applied builds up (health): they (the false physicians) have wrought destruction.
1|105|They were ignorant of the inward state. I seek refuge with God from that which they invent.”
1|106|He saw the pain, and the secret became open to him, but he concealed it and did not tell the king.
1|107|Her pain was not from yellow or black bile: the smell of every firewood appears from the smoke.
1|108|From her sore grief he perceived that she was heart-sore; well in body, but stricken in heart.
1|109|Being in love is made manifest by soreness of heart: there is no sickness like heartsickness.
1|110|The lover's ailment is separate from all other ailments: love is the astrolabe of the mysteries of God.
1|111|Whether love be from this (earthly) side or from that (heavenly) side, in the end it leads us yonder.
1|112|Whatsoever I say in exposition and explanation of Love, when I come to Love (itself) I am ashamed of that (explanation).
1|113|Although the commentary of the tongue makes (all) clear, yet tongueless love is clearer.
1|114|Whilst the pen was making haste in writing, it split upon itself as soon as it came to Love.
1|115|In expounding it (Love), the intellect lay down (helplessly) like an ass in the mire: it was Love (alone) that uttered the explanation of love and loverhood.
1|116|The proof of the sun is the sun (himself): if thou require the proof, do not avert thy face from him!
1|117|If the shadow gives an indication of him, the sun (himself) gives spiritual light every moment.
1|118|The shadow, like chat in the night-hours, brings sleep to thee; when the sun rises the moon is cloven asunder.
1|119|There is nothing in the world so wondrous strange as the Sun, the everlasting spiritual Sun which hath no yesterday.
1|120|Although the external sun is unique, still it is possible to imagine one resembling it;
1|121|But the Sun by which the aether was brought into existence hath no peer.
1|122|Where is room in the imagination for His essence, that the like of Him should come into the imagination?
1|123|When news arrived of the face of Shamsu’ddín (the Sun of the Religion), the sun of the fourth heaven drew in its head (hid itself for shame).
1|124|Since his name has come (to my lips), it behoves me to set forth some hint of his bounty.
1|125|At this moment my Soul has plucked my skirt: he has caught the perfume of Joseph's vest.
1|126|(He said): “For the sake of our years of companionship, recount one of those sweet ecstasies,
1|127|That earth and heaven may laugh (with joy), that intellect and spirit and eye may increase a hundredfold.”
1|128|(I said): “Do not lay tasks on me, for I have passed away from myself (faná); my apprehensions are blunted and I know not how to praise.
1|129|Everything that is said by one who has not returned to consciousness, if he constrains himself or boastfully exaggerates, is unseemly.
1|130|How should I—not a vein of mine is sensible—describe that Friend who hath no peer?
1|131|The description of this severance and this heart's blood do thou at present leave over till another time.”
1|132|He said: “Feed me, for I am hungry, and make haste, for Time is a cutting sword.
1|133|The Súfí is the son of the (present) time, O comrade: it is not the rule of the Way to say ‘To-morrow.’
1|134|Art not thou indeed a Súfí, then? That which is (in hand) is reduced to naught by postponing the payment.”
1|135|I said to him: “It is better that the secret of the Friend should be disguised: do thou hearken (to it as implied) in the contents of the tale.
1|136|It is better that the lovers' secret should be told in the talk of others.”
1|137|He said: “Tell this openly and nakedly: talk of religion is better overt than covert.
1|138|Lift the veil and speak nakedly, for I do not wear a shirt when I sleep with the Adored One.”
1|139|I said: “If He should become naked in (thy) vision, neither wilt thou remain nor thy bosom nor thy waist.
1|140|Ask thy wish, but ask with measure: a blade of straw will not support the mountain.
1|141|If the Sun, by whom this world is illumined, should approach a little (nearer), all will be burned.
1|142|Do not seek trouble and turmoil and bloodshed: say no more concerning the Sun of Tabriz!”
1|143|This (mystery) hath no end: tell of the beginning. Go, relate the conclusion of this tale.
1|144|He said: “O king, make the house empty; send away both kinsfolk and strangers.
1|145|Let no one listen in the entrance-halls, that I may ask certain things of this handmaiden.”
1|146|The house was left empty, and not one inhabitant (remained): nobody save the physician and that sick girl.
1|147|Very gently he said (to her), “Where is thy native town? for the treatment suitable to the people of each town is separate.
1|148|And in that town who is related to thee? With what hast thou kinship and affinity?”
1|149|He laid his hand on her pulse and put questions, one by one, about the injustice of Heaven.
1|150|When a thorn darts into any one's foot, he sets his foot upon his knee,
1|151|And keeps searching for its head with the point of a needle, and if he does not find it, he keeps moistening it (the place) with his lip.
1|152|A thorn in the foot is so hard to find: how (then) is it with a thorn in the heart? Answer (that)!
1|153|If every base fellow had seen the thorn in the heart, when would sorrows gain the upper hand over any one?
1|154|Somebody sticks a thorn under a donkey's tail: the donkey does not know how to get rid of it: he starts jumping.
1|155|He jumps, and the thorn strikes more firmly (pierces deeper): it needs an intelligent person to extract a thorn.
1|156|In order to get rid of the thorn, the donkey from irritation and pain went on kicking and dealing blows in a hundred places,
1|157|(But) that thorn-removing physician was an expert: putting his hand on one spot after another, he tested (it).
1|158|He inquired of the girl concerning her friends, by way of narrative,
1|159|And she disclosed to the physician (many) circumstances touching her home and (former) masters and town and dwelling.
1|160|He listened to her story (while) he continued to observe her pulse and its beating,
1|161|So that at whosoever's name her pulse should begin to throb, (he might know that) that person is the object of her soul's desire in the world.
1|162|He reckoned up the friends and town; then he mentioned another town by name.
1|163|He said: “When you went forth from your own town, in which town did you live mostly?”
1|164|She mentioned the name of a certain town and from that too she passed on (to speak of another, and meanwhile) there was no change in the colour of her face or in her pulse.
1|165|Masters and towns, one by one, she told of, and about dwelling-place and bread and salt.
1|166|She told stories of many a town and many a house, (and still) no vein of her quivered nor did her cheek grow pale.
1|167|Her pulse remained in its normal state, unimpaired, till he asked about Samarcand, the (city) sweet as candy.
1|168|(Thereat) her pulse jumped and her face went red and pale (by turns), for she had been parted from a man of Samarcand, a goldsmith.
1|169|When the physician found out this secret from the sick (girl), he discerned the source of that grief and woe.
1|170|He said: “Which is his quarter in passing (through the town)?” “Sar-i Pul (Bridgehead),” she replied, “and Ghátafar street.”
1|171|Said he: “I know what your illness is and I will at once display the arts of magic in delivering you.
1|172|Be glad and care-free and have no fear, for I will do to you that which rain does to the meadow.
1|173|I will be anxious for you, be not you anxious: I am kinder to you than a hundred fathers.
1|174|Beware! tell not this secret to any one, not though the king should make much inquiry from you.
1|175|When your heart becomes the grave of your secret, that desire of yours will be gained more quickly.”
1|176|The Prophet said that any one who hides his inmost thought will soon attain to the object of his desire.
1|177|When the seed is hidden in the earth, its inward secret becomes the verdure of the garden.
1|178|If gold and silver were not hidden, how would they get nourishment (grow and ripen) in the mine?
1|179|The promises and soothing words of the physician made the sick (girl) safe (free) from fear.
1|180|There are true promises, grateful to the heart; there are false promises, fraught with disquietude.
1|181|The promise of the noble is a flowing (bountiful) treasure; the promise of the unworthy becomes anguish of soul.
1|182|Then he arose and went to see the king and acquainted him with a portion of that matter.
1|183|“The (best) plan,” said he, “is that we should bring the man here for the sake of (curing) this malady.
1|184|Summon the goldsmith from that far country; beguile him with gold and robes of honour.”
1|185|The king sent thither one or two messengers, clever men and competent and very just.
1|186|Those two Amírs came to Samarcand and went to the goldsmith, bearing the good news from the king.
1|187|Saying, “O fine master, perfect in knowledge, thou whose quality (of perfection in thy craft) is famous in (all) the lands,
1|188|Lo, such-and-such a king hath chosen thee for (thy skill in) the goldsmith's craft, because thou art eminent.
1|189|Look now, receive this robe of honour and gold and silver; when thou comest (to the king), thou wilt be a favourite and boon-companion.”
1|190|The man saw the much wealth and the many robes: he was beguiled, he parted from his town and children.
1|191|Blithely the man came into the road, unaware that the king had formed a design against his life.
1|192|He mounted an Arab horse and sped on joyously: (what really was) the price of his blood he deemed a robe of honour.
1|193|O (fool), who with a hundred consents thyself with thine own foot didst enter on the journey to the fated ill!
1|194|In his fancy (were dreams of) riches, power, and lordship. Said ‘Azrá‘íl (the Angel of Death), “Go (thy way). Yes, thou wilt get (them)!”
1|195|When the stranger arrived (and turned) from the road, the physician brought him into the presence of the king.
1|196|Proudly and delicately they conducted him to the king of kings, that he might burn (like a moth) on that candle of Tiráz.
1|197|The king beheld him, showed great regard (for him), and entrusted to him the treasure house (full) of gold.
1|198|Then the physician said to him: “O mighty Sultan, give the handmaiden to this lord,
1|199|In order that the handmaiden may be happy in union with him, and that the water of union with him may put out the fire (of passion).”
1|200|The king bestowed on him that moon-faced one and wedded those twain (who were) craving (each other's) company.
1|201|During the space of six months they were satisfying their desire, till the girl was wholly restored to health.
1|202|Thereafter he prepared for him a potion, so that when he drank it he began to dwindle away before her.
1|203|When because of sickness his beauty remained not, the soul of the girl remained not in his pestilence (deadly toils).
1|204|Since he became ugly and ill-favoured and sallow-cheeked, little by little he became cold (irksome and unpleasing) in her heart.
1|205|Those loves which are for the sake of a colour (outward beauty) are not love: in the end they are a disgrace.
1|206|Would that he too had been disgrace (deformity) altogether, so that that evil judgement might not have come to pass upon him!
1|207|Blood ran from his eye (that flowed with tears) like a river; his (handsome) face became the enemy of his life.
1|208|The peacock's plumage is its enemy: O many the king who hath been slain by his magnificence!
1|209|He said, “I am the muskdeer on account of whose gland this hunter shed my pure (innocent) blood.
1|210|Oh, I am the fox of the field whose head they (the hunters springing forth) from the covert cut off for the sake of the fur.
1|211|Oh, I am the elephant whose blood was shed by the blow of the mahout for the sake of the bone (ivory).
1|212|He who hath slain me for that which is other than I, does not he know that my blood sleepeth not (will not rest unavenged)?
1|213|To-day it lies on me and to-morrow it lies on him: when does the blood of one such as I am go to waste like this?
1|214|Although the wall casts a long shadow, (yet at last) the shadow turns back again towards it.
1|215|This world is the mountain, and our action the shout: the echo of the shouts comes (back) to us.”
1|216|He said this and at the (same) moment went under the earth (gave up the ghost). The handmaiden was purged of love and pain,
1|217|Because love of the dead is not enduring, because the dead one is never coming (back) to us;
1|218|(But) love of the living is every moment fresher than a bud in the spirit and in the sight.
1|219|Choose the love of that Living One who is everlasting, who gives thee to drink of the wine that increases life.
1|220|Choose the love of Him from whose love all the prophets gained power and glory.
1|221|Do not say, “We have no admission to that King.” Dealings with the generous are not difficult.
1|222|The slaying of that man by the hand of the physician was not (done) on account of hope or fear.
1|223|He did not slay him to humour the king, (he did not slay him) until the Divine command and inspiration came.
1|224|As for the boy whose throat was cut by Khadir, the vulgar do not comprehend the mystery thereof.
1|225|He that receives from God inspiration and answer (to his prayer), whatsoever he may command is the essence of right.
1|226|If one who bestows (spiritual) life should slay, it is allowable: he is the (Divine) vicegerent, and his hand is the hand of God.
1|227|Like Ismá‘íl (Ishmael), lay your head before him; gladly and laughingly give up your soul before his dagger,
1|228|In order that your soul may remain laughing unto eternity, like the pure soul of Ahmad (Mohammed) with the One (God).
1|229|Lovers drain the cup of (spiritual) life at the moment when the fair ones slay them with their own hand.
1|230|The king did not commit that bloodshed because of lust: cease from thinking evil and disputing.
1|231|You thought that he committed a foul crime, (but) in (the state of) purity how should the sublimation leave (any) alloy (behind)?
1|232|The purpose of this (severe) discipline and this rough treatment is that the furnace may extract the dross from the silver.
1|233|The testing of good and bad is in order that the gold may boil and bring the scum to the top.
1|234|If his act were not the inspiration of God, he would have been a dog that rends (its prey), not a king.
1|235|He was unstained by lust and covetousness and passion: (what) he did (was) good, but good that wore the aspect of evil.
1|236|If Khadir stove the boat in the sea, (yet) in Khadir's staving there are a hundred rightnesses.
1|237|The imagination of Moses, notwithstanding his (spiritual) illumination and excellence, was screened from (the comprehension of) that (act of Khadir). Do not thou fly without wings!
1|238|That (deed of the king) is a red rose (worthy of praise); do not call it blood (murder). He is intoxicated with Reason; do not call him a madman.
1|239|Had it been his desire to shed the blood of a Moslem, I am an infidel if I would have mentioned his name (with praise).
1|240|The highest heaven trembles at praise of the wicked, and by praise of him the devout man is moved to think evil.
1|241|He was a king and a very heedful king; he was elect and the elect (favourite) of God.
1|242|One who is slain by a king like this, he (the king) leads him to fortune and to the best (most honourable) estate.
1|243|Unless he (the king) had seen advantage to him (the goldsmith) in doing violence to him, how should that absolute Mercy have sought to do violence?
1|244|The child trembles at the barber's scalpel (but) the fond mother is happy at that moment.
1|245|He takes half a life and gives a hundred lives (in exchange): he gives that which enters not into your imagination.
1|246|You are judging (his actions) from (the analogy of) yourself, but you have fallen far, far (away from the truth). Consider well!
1|247|There was a greengrocer who had a parrot, a sweet-voiced green talking parrot.
1|248|(Perched) on the bench, it would watch over the shop (in the owner's absence) and talk finely to all the traders.
1|249|In addressing human beings it would speak (like them); it was (also) skilled in the song of parrots.
1|250|(Once) it sprang from the bench and flew away; it spilled the bottles of rose-oil.
1|251|Its master came from the direction of his house and seated himself on the bench at his ease as a merchant does.
1|252|(Then) he saw the bench was full of oil and his clothes greasy; he smote the parrot on the head: it was made bald by the blow.
1|253|For some few days it refrained from speech; the greengrocer, in repentance, heaved deep sighs,
1|254|Tearing his beard and saying, “Alas! the sun of my prosperity has gone under the clouds.
1|255|Would that my hand had been broken (powerless) at the moment when I struck (such a blow) on the head of that sweet-tongued one?”
1|256|He was giving presents to every dervish, that he might get back the speech of his bird.
1|257|After three days and three nights, he was seated on the bench, distraught and sorrowful, like a man in despair,
1|258|Showing the bird every sort of hidden (unfamiliar) thing (in the hope) that maybe it would begin to speak.
1|259|Meanwhile a bare-headed dervish, clad in a jawlaq (coarse woollen frock), passed by, with a head hairless as the outside of bowl and basin.
1|260|Thereupon the parrot cried to the dervish, as rational persons (might have done).
1|261|How were you mixed up with the bald, O baldpate? Did you, then, spill oil from the bottle?”
1|262|The bystanders laughed at the parrot's inference, because it deemed the wearer of the frock to be like itself.
1|263|Do not measure the actions of holy men by (the analogy of) yourself, though shér (lion) and shír (milk) are similar in writing.
1|264|On this account the whole world is gone astray: scarcely any one is cognisant of God's Abdál (Substitutes).
1|265|They set up (a claim of) equality with the prophets; they supposed the saints to be like themselves.
1|266|“Behold,” they said, “we are men, they are men; both we and they are in bondage to sleep and food.”
1|267|In (their) blindness they did not perceive that there is an infinite difference between (them).
1|268|Both species of zanbúr ate and drank from the (same) place, but from that one (the hornet) came a sting, and from this other (the bee) honey.
1|269|Both species of deer ate grass and drank water: from this one came dung, and from that one pure musk.
1|270|Both reeds drank from the same water-source, (but) this one is empty and that one full of sugar.
1|271|Consider hundreds of thousands of such likenesses and observe that the distance between the two is (as great as) a seventy years' journey.
1|272|This one eats, and filth is discharged from him; that one eats, and becomes entirely the light of God.
1|273|This one eats, (and of him) is born nothing but avarice and envy; that one eats, (and of him) is born nothing but the Light of the One (God).
1|274|This one is good (fertile) soil and that one brackish and bad; this one is a fair angel and that one a devil and wild beast.
1|275|If both resemble each other in aspect, it may well be (so): bitter water and sweet water have (the same) clearness.
1|276|Who knows (the difference) except a man possessed of (spiritual) taste? Find (him): he knows the sweet water from the brine.
1|277|Comparing magic with (prophetic) miracle, he (the ignorant one) fancies that both are founded on deceit.
1|278|The magicians (in the time) of Moses, for contention's sake, lifted up (in their hands) a rod like his,
1|279|(But) between this rod and that rod there is a vast difference; from this action (magic) to that action (miracle) is a great way.
1|280|This action is followed by the curse of God, (while) that action receives in payment the mercy (blessing) of God.
1|281|The infidels in contending (for equality with the prophets and saints) have the nature of an ape: the (evil) nature is a canker within the breast.
1|282|Whatever a man does, the ape at every moment does the same thing that he sees done by the man.
1|283|He thinks, “I have acted like him”: how should that quarrelsome-looking one know the difference?
1|284|This one (the holy man) acts by the command (of God), and he (the apish imitator) for the sake of quarrelling (rivalry). Pour dust on the heads of those who have quarrelsome faces!
1|285|That (religious) hypocrite joins in ritual prayer with the (sincere) conformist (only) for quarrelling's sake, not for supplication.
1|286|In prayer and fasting and pilgrimage and alms-giving the true believers are (engaged) with the hypocrite in (what brings) victory and defeat.
1|287|Victory in the end is to the true believers; upon the hypocrite (falls) defeat in the state hereafter.
1|288|Although both are intent on one game, in relation to each other they are (as far apart as) the man of Merv and the man of Rayy.
1|289|Each one goes to his (proper) abiding-place; each one fares according to his name.
1|290|If he be called a true believer, his soul rejoices; and if (he be called) “hypocrite,” he becomes fierce and filled with fire (rage).
1|291|His (the true believer's) name is loved on account of its essence (which is true faith); this one's (the hypocrite's) name is loathed on account of its pestilent qualities.
1|292|(The four letters) mím and wáw and mím and nún do not confer honour: the word múmin (true believer) is only for the sake of denotation.
1|293|If you call him (the true believer) hypocrite, this vile name is stinging (him) within like a scorpion.
1|294|If this name is not derived from Hell, then why is there the taste of Hell in it?
1|295|The foulness of that ill name is not from the letters; the bitterness of that sea-water is not from the vessel (containing it).
1|296|The letters are the vessel: therein the meaning is (contained) like water; (but) the sea of the meaning is (with God)—with Him is the Ummu ’l-Kitáb.
1|297|In this world the bitter sea and the sweet sea (are divided)— between them is a barrier which they do not seek to cross.
1|298|Know that both these flow from one origin. Pass on from them both, go (all the way) to their origin!
1|299|Without the touchstone you will never know in the assay adulterated gold and fine gold by (using your own) judgement.
1|300|Any one in whose soul God shall put the touchstone, he will distinguish every certainty from doubt.
1|301|A piece of rubbish jumps into the mouth of a living man, and only when he ejects it is he at ease.
1|302|When, amongst thousands of morsels (of food), one little piece of rubbish entered (his mouth), the living man's sense (of touch or taste) tracked it down.
1|303|The worldly sense is the ladder to this world; the religious sense is the ladder to Heaven.
1|304|Seek ye the well-being of the former sense from the physician; beg ye the well-being of the latter sense from the Beloved.
1|305|The health of the former arises from the flourishing state of the body; the health of the latter arises from the ruin of the body.
1|306|The spiritual way ruins the body and, after having ruined it, restores it to prosperity:
1|307|Ruined the house for the sake of the golden treasure, and with that same treasure builds it better (than before);
1|308|Cut off the water and cleansed the river-bed, then caused drinking-water to flow in the river-bed;
1|309|Cleft the skin and drew out the iron point (of the arrow or spear)—then fresh skin grew over it (the wound);
1|310|Rased the fortress and took it from the infidel, then reared thereon a hundred towers and ramparts.
1|311|Who shall describe the action of Him who hath no like? This that I have said (is what) the present necessity is affording.
1|312|Sometimes it (the action of God) appears like this and sometimes the contrary of this: the work of religion is naught but bewilderment.
1|313|(I mean) not one bewildered in such wise that his back is (turned) towards Him; nay, but one bewildered (with ecstasy) like this and drowned (in God) and intoxicated with the Beloved.
1|314|The face of the one is set towards the Beloved, (while) the face of the other is just his own face (he is facing himself).
1|315|Look long on the face of every one, keep watch attentively: it may be that by doing service (to Súfís) you will come to know the face (of the true saint).
1|316|Since there is many a devil who hath the face of Adam, it is not well to give your hand to every hand,
1|317|Because the fowler produces a whistling sound in order to decoy the bird,
1|318|(So that) the bird may hear the note of its congener and come down from the air and find trap and knife-point.
1|319|The vile man will steal the language of dervishes, that he may thereby chant a spell over (fascinate and deceive) one who is simple.
1|320|The work of (holy) men is (as) light and heat; the work of vile men is trickery and shamelessness.
1|321|They make a woollen lion for the purpose of begging; they give the title of Ahmad (Mohammed) to Bú Musaylim;
1|322|(But) to Bú Musaylim remained the title of Kadhdháb (Liar), to Mohammed remained (the title of) Ulu ’l-albáb (Endowed with understanding).
1|323|The wine of God, its seal (last result) is pure musk, (but) as for (the other) wine, its seal is stench and torment
1|324|Amongst the Jews there was a king who wrought oppression, an enemy of Jesus and a destroyer of Christians.
1|325|’Twas the epoch of Jesus and the turn was his: he was the soul of Moses, and Moses the soul of him;
1|326|(But) the squint-eyed (double-seeing) king separated in the way of God those two Divine (prophets) who were (really) in accord (with each other).
1|327|The master said to a squint-eyed (pupil), “Come on; go, fetch that bottle out of the room.”
1|328|Said the squint-eyed one: “Which of the two bottles shall I bring to you? Explain fully.”
1|329|“There are not two bottles,” replied the master; “go, leave off squinting and do not be seeing more (than one).”
1|330|“O master,” said he, “don't chide me.” Said the master, “Smash one of those two.”
1|331|The bottle was one, though in his eyes it seemed two; when he broke the bottle, there was no other.
1|332|When one was broken, both vanished from sight: a man is made squint-eyed by (evil) propensity and anger.
1|333|Anger and lust make a man squint-eyed, they change the spirit (so that it departs) from rectitude.
1|334|When self-interest appears, virtue becomes hidden: a hundred veils rise from the heart to the eye.
1|335|When the cadi lets bribery gain hold of his heart, how should he know the wronger from the wretched victim of wrong?
1|336|The king, from Jewish rancour, became so squint-eyed that (we cry), “Mercy, O Lord, mercy (save us from such an affliction)!”
1|337|He slew hundreds of thousands of wronged (innocent) believers, saying, “I am the protection and support of the religion of Moses.”
1|338|He had a vizier, a miscreant and ogler (deceiver), who by reason of (his exceeding) guile would tie knots on water.
1|339|“The Christians,” said he, “seek to save their lives; they hide their religion from the king.
1|340|Slay them not, for slaying (them) is useless: religion hath no smell, it is not musk and aloes-wood.
